:START_ID,:END_ID,:TYPE,description:string
HCR01_003,HCR01_009,PREREQUISITE,"Understanding ISO 31000 risk management process is prerequisite for applying prospective risk assessment using FMEA"
HCR01_003,HCR01_013,PREREQUISITE,"Understanding ISO 31000 risk management process is prerequisite for maintaining risk registers and treatment planning"
HCR01_004,HCR01_005,PREREQUISITE,"Understanding enterprise risk domains is prerequisite for identifying specific risks within those domains"
HCR01_005,HCR01_006,PREREQUISITE,"Risk identification is prerequisite for risk analysis and prioritization"
HCR01_006,HCR01_013,PREREQUISITE,"Risk analysis and prioritization is prerequisite for populating risk registers and developing treatment plans"
HCR01_006,HCR01_014,PREREQUISITE,"Risk analysis and prioritization is prerequisite for applying risk appetite and tolerance frameworks"
HCR01_007,HCR01_008,PREREQUISITE,"Understanding incident management and severity assessment is prerequisite for conducting root cause analysis"
HCR01_007,HCR01_010,PREREQUISITE,"Understanding incident severity assessment is prerequisite for determining appropriate open disclosure responses"
HCR01_008,HCR01_011,PREREQUISITE,"Understanding systems-based investigation is prerequisite for implementing just culture principles"
HCR01_011,HCR01_012,PREREQUISITE,"Understanding just culture principles is prerequisite for establishing effective near miss reporting systems"
HCR01_013,HCR01_015,PREREQUISITE,"Understanding risk registers and treatment planning is prerequisite for governance reporting and board assurance"
HCR01_014,HCR01_015,PREREQUISITE,"Understanding risk appetite and tolerance is prerequisite for board-level risk reporting and assurance"
HCR01_001,HCR01_017,PREREQUISITE,"Understanding the regulatory framework is prerequisite for identifying mandatory reporting and legal obligations"
HCR01_013,HCR01_018,PREREQUISITE,"Understanding risk registers is prerequisite for implementing risk management information systems"
HCR01_004,HCR01_019,PREREQUISITE,"Understanding enterprise risk domains including environmental risks is prerequisite for business continuity planning"
HCR01_002,HCR01_020,PREREQUISITE,"Understanding clinical governance integration is prerequisite for developing a comprehensive risk management plan"
HCR01_003,HCR01_020,PREREQUISITE,"Understanding ISO 31000 process is prerequisite for developing a comprehensive risk management plan"
HCR01_011,HCR01_020,PREREQUISITE,"Understanding just culture principles is prerequisite for developing a risk management plan that promotes safe culture"
HCR01_001,HCR01_007,ALLOWS_UNDERSTANDING_OF,"Understanding the regulatory framework allows understanding of Australian incident management requirements"
HCR01_002,HCR01_014,ALLOWS_UNDERSTANDING_OF,"Understanding clinical governance integration allows understanding of how risk appetite aligns with governance"
HCR01_003,HCR01_008,ALLOWS_UNDERSTANDING_OF,"Understanding ISO 31000 process allows understanding of systematic investigation methodologies"
HCR01_004,HCR01_016,ALLOWS_UNDERSTANDING_OF,"Understanding enterprise risk domains allows understanding of complaints as operational and clinical risk signals"
HCR01_005,HCR01_012,ALLOWS_UNDERSTANDING_OF,"Understanding risk identification techniques allows understanding of near miss identification and reporting"
HCR01_006,HCR01_009,ALLOWS_UNDERSTANDING_OF,"Understanding risk analysis methods allows understanding of FMEA risk priority calculations"
HCR01_007,HCR01_017,ALLOWS_UNDERSTANDING_OF,"Understanding incident management allows understanding of mandatory reporting triggers"
HCR01_010,HCR01_011,ALLOWS_UNDERSTANDING_OF,"Understanding open disclosure allows understanding of just culture in practice"
HCR01_012,HCR01_016,ALLOWS_UNDERSTANDING_OF,"Understanding near miss reporting allows understanding of complaints as early warning signals"
HCR01_013,HCR01_019,ALLOWS_UNDERSTANDING_OF,"Understanding risk registers allows understanding of business continuity risk documentation"
HCR01_015,HCR01_020,ALLOWS_UNDERSTANDING_OF,"Understanding governance reporting allows understanding of risk management plan reporting requirements"
HCR01_001,HCR01_002,DIFFICULTY_PROGRESSION,"Regulatory framework understanding progresses to clinical governance integration complexity"
HCR01_002,HCR01_003,DIFFICULTY_PROGRESSION,"Clinical governance concepts progress to detailed ISO 31000 process complexity"
HCR01_003,HCR01_005,DIFFICULTY_PROGRESSION,"ISO 31000 principles progress to practical risk identification application"
HCR01_005,HCR01_006,DIFFICULTY_PROGRESSION,"Risk identification progresses to more complex risk analysis and prioritization"
HCR01_006,HCR01_013,DIFFICULTY_PROGRESSION,"Risk analysis progresses to comprehensive risk register management"
HCR01_007,HCR01_008,DIFFICULTY_PROGRESSION,"Incident classification progresses to complex root cause analysis methodology"
HCR01_008,HCR01_009,DIFFICULTY_PROGRESSION,"Retrospective investigation progresses to prospective FMEA complexity"
HCR01_010,HCR01_011,DIFFICULTY_PROGRESSION,"Open disclosure practice progresses to broader just culture implementation"
HCR01_011,HCR01_012,DIFFICULTY_PROGRESSION,"Just culture principles progress to near miss system design and implementation"
HCR01_013,HCR01_014,DIFFICULTY_PROGRESSION,"Risk register management progresses to strategic risk appetite framework"
HCR01_014,HCR01_015,DIFFICULTY_PROGRESSION,"Risk appetite understanding progresses to board-level governance reporting complexity"
HCR01_016,HCR01_018,DIFFICULTY_PROGRESSION,"Complaints analysis progresses to comprehensive RMIS data management"
HCR01_004,HCR01_019,DIFFICULTY_PROGRESSION,"Enterprise risk domains progress to complex business continuity planning"
HCR01_015,HCR01_020,DIFFICULTY_PROGRESSION,"Governance reporting progresses to comprehensive risk management plan development"
HCR01_001,HCR01_017,CROSS_REFERENCES,"Regulatory framework cross-references mandatory reporting obligations"
HCR01_017,HCR01_001,CROSS_REFERENCES,"Mandatory reporting obligations cross-reference regulatory framework"
HCR01_002,HCR01_015,CROSS_REFERENCES,"Clinical governance integration cross-references governance reporting structures"
HCR01_015,HCR01_002,CROSS_REFERENCES,"Governance reporting cross-references clinical governance integration"
HCR01_003,HCR01_013,CROSS_REFERENCES,"ISO 31000 process cross-references risk register methodology"
HCR01_013,HCR01_003,CROSS_REFERENCES,"Risk register methodology cross-references ISO 31000 process"
HCR01_005,HCR01_016,CROSS_REFERENCES,"Risk identification techniques cross-reference complaints as risk signals"
HCR01_016,HCR01_005,CROSS_REFERENCES,"Complaints as risk signals cross-reference risk identification techniques"
HCR01_007,HCR01_010,CROSS_REFERENCES,"Incident severity assessment cross-references open disclosure requirements"
HCR01_010,HCR01_007,CROSS_REFERENCES,"Open disclosure requirements cross-reference incident severity assessment"
HCR01_008,HCR01_011,CROSS_REFERENCES,"Root cause analysis cross-references just culture principles"
HCR01_011,HCR01_008,CROSS_REFERENCES,"Just culture principles cross-reference root cause analysis approach"
HCR01_012,HCR01_016,CROSS_REFERENCES,"Near miss reporting cross-references complaints feedback systems"
HCR01_016,HCR01_012,CROSS_REFERENCES,"Complaints feedback systems cross-reference near miss reporting"
HCR01_013,HCR01_018,CROSS_REFERENCES,"Risk registers cross-reference RMIS data systems"
HCR01_018,HCR01_013,CROSS_REFERENCES,"RMIS data systems cross-reference risk register management"
HCR01_014,HCR01_015,CROSS_REFERENCES,"Risk appetite framework cross-references board assurance reporting"
HCR01_015,HCR01_014,CROSS_REFERENCES,"Board assurance reporting cross-references risk appetite framework"
HCR01_001,HCR01_002,CONCEPTUAL_CLUSTER,"Regulatory framework and clinical governance belong to governance foundations cluster"
HCR01_001,HCR01_017,CONCEPTUAL_CLUSTER,"Regulatory framework and mandatory reporting belong to compliance cluster"
HCR01_002,HCR01_001,CONCEPTUAL_CLUSTER,"Clinical governance and regulatory framework belong to governance foundations cluster"
HCR01_002,HCR01_014,CONCEPTUAL_CLUSTER,"Clinical governance and risk appetite belong to governance structures cluster"
HCR01_002,HCR01_015,CONCEPTUAL_CLUSTER,"Clinical governance and board assurance belong to governance structures cluster"
HCR01_003,HCR01_005,CONCEPTUAL_CLUSTER,"ISO 31000 process and risk identification belong to risk methodology cluster"
HCR01_003,HCR01_006,CONCEPTUAL_CLUSTER,"ISO 31000 process and risk analysis belong to risk methodology cluster"
HCR01_003,HCR01_009,CONCEPTUAL_CLUSTER,"ISO 31000 process and FMEA belong to risk assessment methodology cluster"
HCR01_005,HCR01_003,CONCEPTUAL_CLUSTER,"Risk identification and ISO 31000 process belong to risk methodology cluster"
HCR01_005,HCR01_006,CONCEPTUAL_CLUSTER,"Risk identification and risk analysis belong to risk methodology cluster"
HCR01_006,HCR01_003,CONCEPTUAL_CLUSTER,"Risk analysis and ISO 31000 process belong to risk methodology cluster"
HCR01_006,HCR01_005,CONCEPTUAL_CLUSTER,"Risk analysis and risk identification belong to risk methodology cluster"
HCR01_007,HCR01_008,CONCEPTUAL_CLUSTER,"Incident management and root cause analysis belong to incident response cluster"
HCR01_007,HCR01_010,CONCEPTUAL_CLUSTER,"Incident management and open disclosure belong to incident response cluster"
HCR01_008,HCR01_007,CONCEPTUAL_CLUSTER,"Root cause analysis and incident management belong to incident response cluster"
HCR01_008,HCR01_010,CONCEPTUAL_CLUSTER,"Root cause analysis and open disclosure belong to incident response cluster"
HCR01_010,HCR01_007,CONCEPTUAL_CLUSTER,"Open disclosure and incident management belong to incident response cluster"
HCR01_010,HCR01_008,CONCEPTUAL_CLUSTER,"Open disclosure and root cause analysis belong to incident response cluster"
HCR01_011,HCR01_012,CONCEPTUAL_CLUSTER,"Just culture and near miss reporting belong to safety culture cluster"
HCR01_012,HCR01_011,CONCEPTUAL_CLUSTER,"Near miss reporting and just culture belong to safety culture cluster"
HCR01_013,HCR01_014,CONCEPTUAL_CLUSTER,"Risk registers and risk appetite belong to risk governance tools cluster"
HCR01_013,HCR01_018,CONCEPTUAL_CLUSTER,"Risk registers and RMIS belong to risk information management cluster"
HCR01_014,HCR01_013,CONCEPTUAL_CLUSTER,"Risk appetite and risk registers belong to risk governance tools cluster"
HCR01_014,HCR01_015,CONCEPTUAL_CLUSTER,"Risk appetite and board assurance belong to governance structures cluster"
HCR01_015,HCR01_002,CONCEPTUAL_CLUSTER,"Board assurance and clinical governance belong to governance structures cluster"
HCR01_015,HCR01_014,CONCEPTUAL_CLUSTER,"Board assurance and risk appetite belong to governance structures cluster"
HCR01_016,HCR01_012,CONCEPTUAL_CLUSTER,"Complaints feedback and near miss reporting belong to early warning systems cluster"
HCR01_017,HCR01_001,CONCEPTUAL_CLUSTER,"Mandatory reporting and regulatory framework belong to compliance cluster"
HCR01_018,HCR01_013,CONCEPTUAL_CLUSTER,"RMIS and risk registers belong to risk information management cluster"
HCR01_020,HCR01_002,SYNTHESIZES,"Risk management plan synthesizes clinical governance integration principles"
HCR01_020,HCR01_003,SYNTHESIZES,"Risk management plan synthesizes ISO 31000 risk management process"
HCR01_020,HCR01_011,SYNTHESIZES,"Risk management plan synthesizes just culture and safety culture principles"
HCR01_020,HCR01_013,SYNTHESIZES,"Risk management plan synthesizes risk register and treatment planning approaches"
HCR01_020,HCR01_014,SYNTHESIZES,"Risk management plan synthesizes risk appetite and tolerance framework"
HCR01_020,HCR01_015,SYNTHESIZES,"Risk management plan synthesizes governance reporting requirements"
HCR01_015,HCR01_002,SYNTHESIZES,"Governance reporting synthesizes clinical governance structures"
HCR01_015,HCR01_013,SYNTHESIZES,"Governance reporting synthesizes risk register information"
HCR01_015,HCR01_014,SYNTHESIZES,"Governance reporting synthesizes risk appetite alignment"
HCR01_013,HCR01_003,SYNTHESIZES,"Risk registers synthesize ISO 31000 risk management process components"
HCR01_013,HCR01_005,SYNTHESIZES,"Risk registers synthesize risk identification techniques"
HCR01_013,HCR01_006,SYNTHESIZES,"Risk registers synthesize risk analysis and prioritization methods"
HCR01_008,HCR01_003,SYNTHESIZES,"Root cause analysis synthesizes ISO 31000 systematic process principles"
HCR01_008,HCR01_007,SYNTHESIZES,"Root cause analysis synthesizes incident severity assessment understanding"
HCR01_019,HCR01_004,SYNTHESIZES,"Business continuity planning synthesizes enterprise risk management domains"
HCR01_019,HCR01_013,SYNTHESIZES,"Business continuity planning synthesizes risk register management"
HCR01_002,HCR01_001,SPECIALIZES,"Clinical governance integration specializes regulatory framework application in healthcare"
HCR01_007,HCR01_001,SPECIALIZES,"Australian incident management specializes regulatory framework requirements"
HCR01_017,HCR01_001,SPECIALIZES,"Mandatory reporting obligations specialize regulatory framework compliance"
HCR01_005,HCR01_003,SPECIALIZES,"Risk identification techniques specialize ISO 31000 risk identification process"
HCR01_006,HCR01_003,SPECIALIZES,"Risk analysis methods specialize ISO 31000 risk analysis process"
HCR01_009,HCR01_003,SPECIALIZES,"FMEA specializes ISO 31000 prospective risk assessment approach"
HCR01_008,HCR01_003,SPECIALIZES,"Root cause analysis specializes ISO 31000 investigation methodology"
HCR01_019,HCR01_004,SPECIALIZES,"Business continuity planning specializes enterprise risk management in emergency contexts"
HCR01_016,HCR01_005,SPECIALIZES,"Complaints analysis specializes risk identification from consumer feedback"
HCR01_012,HCR01_005,SPECIALIZES,"Near miss reporting specializes risk identification from early warning signals"
HCR01_018,HCR01_013,SPECIALIZES,"RMIS specializes risk register management through technology systems"
