:ID,name,:LABEL,understanding_criteria,schema_version,description,author,creation_date,last_updated,total_concepts:int,level,prerequisites
AIA_010,Feedback Mechanisms and Iterative Refinement,Concept,"Define iterative refinement as the process by which feedback mechanisms improve an AI agent reasoning and accuracy over successive interactions;Describe the two main sources of feedback available to agents including other AI agents and human-in-the-loop input;Explain how multi-agent feedback can minimize the time human users spend providing direction during complex task execution;Explain how users can provide feedback throughout an agent actions and internal reasoning to better align results with the intended goal;Given a scenario where an agent produces an incorrect intermediate result, describe how feedback from another agent or a human reviewer would be incorporated and how the agent should update its plan",1.0.0,Understanding feedback mechanisms and iterative refinement: Define iterative refinement as the process by which feedback mechanisms improve an AI agent reasoning and accuracy over successive interactions,,2026-05-24,2026-05-24,,Intermediate,
AIA_011,Human-in-the-Loop in Agentic Systems,Concept,"Define human-in-the-loop as a feedback mechanism where human users provide input during or after an agent actions to improve alignment with the intended goal;Explain that although AI agents are autonomous in their decision-making, they require goals and predefined rules defined by humans;Describe how human feedback can be incorporated at multiple points during an agent reasoning and action process rather than only at the end;Contrast the role of human feedback in agentic systems with the continuous user input required by nonagentic chatbots to function;Describe product and UX considerations for human-in-the-loop design including user consent for irreversible actions, confirmation dialogs before high-risk steps, clear error messaging, and graceful handoff to a human operator when the agent cannot proceed",1.0.0,Understanding human-in-the-loop in agentic systems: Define human-in-the-loop as a feedback mechanism where human users provide input during or after an agent actions to improve alignment with the intended goal,,2026-05-24,2026-05-24,,Intermediate,
AIA_012,Agentic vs Nonagentic AI Chatbots,Concept,"Distinguish between agency as a technological framework and chatbots as a conversational modality;List the characteristics of nonagentic chatbots including no available tools, no memory, no explicit planning or tool-use loop, and dependence on continuous user input;List the characteristics of agentic chatbots including adaptation to user expectations over time, ability to create subtasks without human intervention, self-correction of plans, and use of tools to fill information gaps;Explain why nonagentic chatbots perform poorly on questions unique to the user and their data compared to agentic chatbots;Given a user requirement such as answering questions about a private document repository, determine whether an agentic or nonagentic architecture is appropriate and justify the choice",1.0.0,Understanding agentic vs nonagentic ai chatbots: Distinguish between agency as a technological framework and chatbots as a conversational modality,,2026-05-24,2026-05-24,,Intermediate,
AIA_013,ReAct Reasoning Paradigm,Concept,"Describe the ReAct paradigm as an approach that instructs agents to reason and plan after each action taken and with each tool response to decide which tool to use next;Explain the Think-Act-Observe loop as the core iterative cycle in ReAct used to solve problems step by step;Explain how ReAct can be interpreted as a form of chain-of-thought prompting because agents continuously update their context with new reasoning at each step;Distinguish between internal reasoning state used by the agent to guide its next action and optional external explanations that may be surfaced to users, clarifying that chain-of-thought is often hidden in production systems;Identify scenarios where ReAct is preferable over plan-first approaches such as tasks where intermediate tool outputs are unpredictable and the plan must adapt dynamically;Given a multi-step task trace, identify which step in the Think-Act-Observe loop each entry corresponds to and evaluate whether the agent reasoning at each step is sound",1.0.0,Understanding react reasoning paradigm: Describe the ReAct paradigm as an approach that instructs agents to reason and plan after each action taken and with each tool response to decide which tool to use next,,2026-05-24,2026-05-24,,Intermediate,
AIA_014,ReWOO Reasoning Paradigm,Concept,"Describe the ReWOO method as an approach that eliminates dependence on tool outputs for action planning by having agents plan upfront upon receiving the initial user prompt;Identify the three modules of the ReWOO workflow as the planning module, the tool output collection stage, and the response formulation stage that pairs the initial plan with tool outputs;Explain how upfront planning in ReWOO avoids redundant tool usage by anticipating which tools are needed before execution begins;Describe the advantages of ReWOO including reduced token usage, lower computational complexity, and reduced impact of intermediate tool failure;Explain why ReWOO is desirable from a human-centered perspective because the user can confirm the plan before it is executed;Describe the limitations of ReWOO including brittleness when tool outputs are surprising, the need for replanning when the initial plan is invalidated, and reduced adaptability compared to ReAct;Given a task description, decide whether ReAct or ReWOO is more appropriate and justify the choice based on task predictability, token budget, and the need for human plan confirmation",1.0.0,Understanding rewoo reasoning paradigm: Describe the ReWOO method as an approach that eliminates dependence on tool outputs for action planning by having agents plan upfront upon receiving the initial user prompt,,2026-05-24,2026-05-24,,Intermediate,
AIA_015,Agentic Design Patterns,Concept,"Define an agentic design pattern as a reusable architectural solution to a commonly occurring problem in the design of agent-based systems;Describe the reflection pattern where an agent critiques and revises its own outputs iteratively to improve quality before returning a final response;Describe the tool use pattern where an agent selects and invokes external tools or APIs to extend its capabilities beyond what the base language model can do alone;Describe the planning pattern where an agent generates a structured multi-step plan before taking any actions enabling more reliable execution of complex goals;Describe the multi-agent collaboration pattern where tasks are distributed across specialized agents that each handle a specific subtask and share results to produce a unified output;Explain how combining multiple design patterns within a single agentic system can address complex real-world requirements that no single pattern could handle alone;Given a complex real-world task such as automated research report generation, select and combine appropriate design patterns and explain how each pattern addresses a specific challenge in the task",1.0.0,Understanding agentic design patterns: Define an agentic design pattern as a reusable architectural solution to a commonly occurring problem in the design of agent-based systems,,2026-05-24,2026-05-24,,Intermediate,
AIA_016,Simple Reflex Agents,Concept,Define a simple reflex agent as the simplest agent form that grounds actions solely on current perception without memory or interaction with other agents;Explain that simple reflex agents operate on a set of preprogrammed condition-action rules called reflexes that trigger specific actions when certain conditions are met;Describe the limitation that simple reflex agents cannot respond appropriately when they encounter situations not covered by their preprogrammed rules;Explain that simple reflex agents are effective only in fully observable environments where all necessary information is accessible;Provide a concrete example such as a thermostat that activates heating at a set time every night based on a fixed rule;Connect the concept of condition-action rules in simple reflex agents to modern LLM agent tool policies by explaining how a tool invocation rule such as always call a search tool for factual queries is an analogous mechanism,1.0.0,Understanding simple reflex agents: Define a simple reflex agent as the simplest agent form that grounds actions solely on current perception without memory or interaction with other agents,,2026-05-24,2026-05-24,,Intermediate,
AIA_017,Model-Based Reflex Agents,Concept,"Define a model-based reflex agent as an agent that uses both current perception and memory to maintain and update an internal model of the world;Explain that the agent actions depend on its internal model, its reflexes, previous percepts, and its current state;Describe how model-based reflex agents differ from simple reflex agents by being able to store information in memory and operate in partially observable and changing environments;Explain the limitation that model-based reflex agents are still constrained by a fixed set of rules despite having memory;Provide a concrete example such as a robot vacuum cleaner that senses and avoids obstacles while storing a map of already-cleaned areas;Explain how the internal world model in a model-based reflex agent maps conceptually to the memory and context window of an LLM-based agent",1.0.0,Understanding model-based reflex agents: Define a model-based reflex agent as an agent that uses both current perception and memory to maintain and update an internal model of the world,,2026-05-24,2026-05-24,,Intermediate,
AIA_018,Goal-Based and Utility-Based Agents,Concept,"Define a goal-based agent as an agent that maintains an internal model of the world and uses one or more goals to guide its search for action sequences that lead to achieving the goal;Define a utility-based agent as an agent that selects action sequences that not only achieve the goal but also maximize a utility or reward value;Explain how a utility function assigns a value to each scenario based on fixed criteria such as progression toward the goal, time requirements, or computational complexity;Describe when utility-based agents are most useful specifically in cases where multiple action sequences achieve a goal and an optimal one must be selected;Provide a concrete example such as a navigation system that selects a route by optimizing fuel efficiency, minimizing traffic time, and minimizing toll costs simultaneously;Connect utility-based optimization to modern LLM agent design by explaining how cost, latency, and accuracy tradeoffs in model and tool selection are a practical form of utility maximization",1.0.0,Understanding goal-based and utility-based agents: Define a goal-based agent as an agent that maintains an internal model of the world and uses one or more goals to guide its search for action sequences that lead to achieving the goal,,2026-05-24,2026-05-24,,Intermediate,
AIA_019,Learning Agents,Concept,"Define a learning agent as an agent that holds the capabilities of other agent types but is uniquely able to autonomously add new experiences to its knowledge base;Explain that learning agents are composed of four main elements including a learning element, a performance element, a critic, and a problem generator;Describe the role of each element: the performance element selects actions, the critic evaluates performance against a standard, the learning element improves based on critic feedback, and the problem generator suggests exploratory actions to expand the agent knowledge;Describe how learning enhances the agent ability to operate effectively in unfamiliar environments over time;Provide a concrete example such as a personalized e-commerce recommendation agent that continuously tracks user activity and preferences to improve recommendation accuracy;Connect the classic learning agent framework to practical LLM agent learning loops such as eval-driven prompt iteration, preference learning from user feedback, and memory curation based on task outcomes",1.0.0,Understanding learning agents: Define a learning agent as an agent that holds the capabilities of other agent types but is uniquely able to autonomously add new experiences to its knowledge base,,2026-05-24,2026-05-24,,Intermediate,
AIA_020,Autonomous Behavior and Human-Defined Goals,Concept,"Explain the distinction between agent autonomy in decision-making and the requirement for human-defined goals and predefined rules that govern agent behavior;Identify the three main influences on autonomous agent behavior as the agent goals set by humans, the predefined rules and constraints that bound agent actions, and the available tools and environment the agent can interact with;Explain how tool calling can be achieved without human intervention and how this broadens the possibilities for real-world applications of AI systems;Describe how emergent agent behaviors such as information exchange with other agents, tool use, and memory updates arise from the interaction of goals, rules, and tools rather than being explicitly preprogrammed;Given a scenario where an agent takes an unexpected action, determine whether the behavior resulted from an underspecified goal, a missing constraint, or an unanticipated tool interaction and propose a corrective design change",1.0.0,Understanding autonomous behavior and human-defined goals: Explain the distinction between agent autonomy in decision-making and the requirement for human-defined goals and predefined rules that govern agent behavior,,2026-05-24,2026-05-24,,Intermediate,
AIA_021,Multi-Agent Systems and Collaboration,Concept,"Explain why multi-agent frameworks can outperform singular agents under specific conditions including tasks that benefit from parallel specialization, cross-domain synthesis, and independent verification;Describe how an AI agent can incorporate knowledge and feedback from other agents specializing in related areas to synthesize information across domains;Describe the intelligent routing pattern where a low-cost classifier agent handles simple queries and escalates only complex cases to a more capable specialized agent using the legal research assistant example;Explain the coordination costs and tradeoffs of multi-agent systems including communication overhead, latency, and the risk of correlated errors when agents share the same foundation model;Describe how disagreement between agents should be resolved including voting mechanisms, confidence scoring, and escalation to a human reviewer;Given a complex task, design a multi-agent collaboration plan that assigns subtasks to specialized agents, defines the communication protocol between them, and identifies potential failure points",1.0.0,"Understanding multi-agent systems and collaboration: Explain why multi-agent frameworks can outperform singular agents under specific conditions including tasks that benefit from parallel specialization, cross-domain synthesis, and independent verification",,2026-05-24,2026-05-24,,Advanced,
AIA_022,Risks and Limitations of Multi-Agent Systems,Concept,"Identify the risk of malfunction in orchestrating multi-agent frameworks when certain complex tasks require the coordinated knowledge of multiple agents;Explain how multi-agent systems built on the same foundation models may experience shared pitfalls that can cause system-wide failure across all involved agents;Describe how shared weaknesses in foundation models can create vulnerability to adverse attacks across an entire multi-agent system;Explain why data governance is important when building multi-agent systems that rely on shared foundation models;Given a multi-agent system architecture, identify at least two correlated failure scenarios and propose mitigations such as using diverse model providers, independent validation agents, or circuit breakers",1.0.0,Understanding risks and limitations of multi-agent systems: Identify the risk of malfunction in orchestrating multi-agent frameworks when certain complex tasks require the coordinated knowledge of multiple agents,,2026-05-24,2026-05-24,,Advanced,
AIA_023,Agent Orchestration and Workflow Management,Concept,"Define agent orchestration as the coordination of multiple agents, tools, and processes to accomplish a complex goal in a structured and reliable manner;Describe the role of an orchestrator agent that directs other specialized subagents, assigns tasks, monitors progress, and aggregates results;Explain the difference between sequential workflows where tasks are executed one after another and parallel workflows where multiple tasks are executed simultaneously to improve efficiency;Describe how orchestration frameworks handle failures by implementing retry logic, fallback agents, or escalation to human oversight when a subagent cannot complete its assigned task;Explain the stopping rules and termination conditions that determine when an orchestrated workflow is considered complete, timed out, or failed;Explain why clear communication protocols and shared context between agents are essential for reliable orchestration in multi-agent systems;Given an orchestration workflow diagram, identify the routing logic, shared context passing points, aggregation step, and the condition that would trigger escalation to human oversight",1.0.0,"Understanding agent orchestration and workflow management: Define agent orchestration as the coordination of multiple agents, tools, and processes to accomplish a complex goal in a structured and reliable manner",,2026-05-24,2026-05-24,,Advanced,
AIA_024,Prompt Engineering for Agents,Concept,"Explain the role of system prompts in defining an agent persona, goals, constraints, available tools, and behavioral guidelines before any user interaction begins;Describe how prompt structure influences agent reasoning quality including how instructing an agent to reason step by step improves output accuracy;Explain how chain-of-thought prompting encourages agents to articulate intermediate reasoning steps rather than jumping directly to a final answer, and clarify that this reasoning is often internal and not shown to end users in production;Describe how few-shot prompting can be used to demonstrate desired agent behavior through examples embedded in the prompt;Explain the importance of clearly specifying tool descriptions and usage instructions within prompts so that agents can correctly decide when and how to invoke each tool;Write a system prompt for a simple research agent that includes a persona definition, a goal statement, a list of available tools with descriptions, a constraint on when to use each tool, and an instruction to reason step by step before acting",1.0.0,"Understanding prompt engineering for agents: Explain the role of system prompts in defining an agent persona, goals, constraints, available tools, and behavioral guidelines before any user interaction begins",,2026-05-24,2026-05-24,,Advanced,
AIA_025,Retrieval-Augmented Generation in Agentic Systems,Concept,"Define Retrieval-Augmented Generation as a technique that combines a language model generative capabilities with the ability to retrieve relevant documents or data from an external knowledge source at inference time;Explain how RAG addresses the knowledge cutoff limitation of LLMs by grounding agent responses in up-to-date or domain-specific retrieved content;Describe the retrieval pipeline within an agentic system including the steps of query formulation, document retrieval from a vector store, context injection into the prompt, and response generation;Explain how embedding models convert text into vector representations that enable semantic similarity search during the retrieval step;Describe when an agent should prefer RAG over direct LLM generation specifically when factual accuracy, recency, or domain specificity is required;Given a retrieval pipeline trace showing the query, retrieved chunks, and generated response, evaluate whether the retrieved content is relevant and whether the response is grounded in the retrieved evidence or contains hallucinated content",1.0.0,Understanding retrieval-augmented generation in agentic systems: Define Retrieval-Augmented Generation as a technique that combines a language model generative capabilities with the ability to retrieve relevant documents or data from an external knowledge source at inference time,,2026-05-24,2026-05-24,,Advanced,
AIA_026,"Grounding, Hallucination Control, and Verification",Concept,"Define hallucination in the context of LLM agents as the generation of factually incorrect or unsupported content that is not grounded in retrieved evidence or verified tool output;Explain how a tool-first policy for factual tasks reduces hallucination by requiring the agent to retrieve or compute an answer from an external source before generating a response;Describe citation requirements as a grounding mechanism where the agent must reference the specific source document or tool output that supports each factual claim in its response;Explain confidence calibration as the practice of having an agent express uncertainty when its knowledge is incomplete or when retrieved evidence is ambiguous rather than generating a confident but incorrect answer;Describe cross-checking as a verification step where a second agent or tool independently verifies a factual claim before it is included in the final response;Given an agent response and the tool outputs that were available during generation, identify any claims that are not supported by the available evidence and propose a verification step to address each unsupported claim",1.0.0,"Understanding grounding, hallucination control, and verification: Define hallucination in the context of LLM agents as the generation of factually incorrect or unsupported content that is not grounded in retrieved evidence or verified tool output",,2026-05-24,2026-05-24,,Advanced,
AIA_027,"Execution Control, Budgets, and Termination",Concept,"Describe the agent execution event loop as the repeating cycle of perceive, reason, act, and observe that drives agent behavior and explain how each iteration consumes computational resources;Define a step budget as a maximum number of reasoning and action steps an agent is permitted to take before it must return a result or escalate to a human, and explain why step budgets are necessary to prevent infinite loops;Explain token budgeting as the practice of tracking and limiting the total number of tokens consumed across all LLM calls and tool responses within a single agent run to control cost and latency;Describe timeout and cancellation mechanisms that allow an orchestration system to halt an agent run that exceeds a time limit and return a partial result or error gracefully;Explain checkpointing and resumability as the ability to save the agent state at intermediate steps so that a failed or interrupted run can be restarted from the last saved checkpoint rather than from the beginning;Given an agent run log showing step count, token usage, and elapsed time, determine whether the run is within acceptable budget limits and identify the point at which a timeout or step-limit termination should have been triggered",1.0.0,"Understanding execution control, budgets, and termination: Describe the agent execution event loop as the repeating cycle of perceive, reason, act, and observe that drives agent behavior and explain how each iteration consumes computational resources",,2026-05-24,2026-05-24,,Advanced,
AIA_028,"Model Selection, Context Management, and Cost Tradeoffs",Concept,"Describe the key dimensions for selecting a language model for an agent task including context window size, reasoning capability, output latency, cost per token, and support for structured output formats such as JSON mode;Explain how context window management strategies such as summarization, selective retrieval, and message pruning are used to keep the active context within the model token limit across long agent runs;Describe structured output generation including how JSON mode or constrained decoding ensures that model outputs conform to a predefined schema and how this reduces parsing errors in downstream tool calls;Explain how temperature and sampling parameters affect agent behavior including how lower temperature increases determinism for tool selection steps and higher temperature may be appropriate for creative generation subtasks;Describe a cost-latency-accuracy tradeoff analysis for a multi-agent system where a low-cost fast model handles routing and simple subtasks while a high-capability model handles complex reasoning steps;Given a set of agent subtasks with different complexity levels and latency requirements, assign an appropriate model to each subtask and justify the selection based on cost, capability, and latency constraints",1.0.0,"Understanding model selection, context management, and cost tradeoffs: Describe the key dimensions for selecting a language model for an agent task including context window size, reasoning capability, output latency, cost per token, and support for structured output formats such as JSON mode",,2026-05-24,2026-05-24,,Advanced,
AIA_029,"Agent Safety, Alignment, and Ethical Considerations",Concept,"Explain why safety and alignment are critical concerns when deploying autonomous agents that can take real-world actions with limited human oversight;Describe the concept of goal misalignment where an agent pursues its defined objective in ways that produce unintended or harmful side effects;Explain how guardrails such as output filters, action allowlists, and scope restrictions can be implemented to constrain agent behavior within acceptable boundaries;Describe the principle of minimal footprint in agent design meaning agents should request only necessary permissions, avoid storing sensitive data beyond immediate needs, and prefer reversible actions over irreversible ones;Explain the importance of auditability and logging in agentic systems so that every decision and action taken by an agent can be reviewed and explained after the fact;Given a description of an agent that has taken an unintended action, identify whether the root cause is a misspecified goal, a missing guardrail, or an insufficient permission scope and propose a specific design fix",1.0.0,"Understanding agent safety, alignment, and ethical considerations: Explain why safety and alignment are critical concerns when deploying autonomous agents that can take real-world actions with limited human oversight",,2026-05-24,2026-05-24,,Advanced,
AIA_030,Security for Agents: Prompt Injection and Tool Safety,Concept,"Define prompt injection as an attack where malicious content in the environment or tool output attempts to override the agent system prompt or redirect the agent to perform unauthorized actions;Describe tool injection as a variant of prompt injection where a malicious tool response contains instructions that manipulate the agent reasoning or cause it to exfiltrate data or take harmful actions;Explain sandboxing as a security mechanism that isolates tool execution environments so that a compromised tool cannot access resources outside its permitted scope;Describe the principle of least privilege in the context of agent tool permissions meaning each tool should be granted only the minimum access rights required to perform its specific function;Explain how content sanitization and allowlist-based output validation can be applied to tool responses before they are injected into the agent reasoning context to reduce injection risk;Describe the risks of server-side request forgery in agents that can make HTTP requests and explain how URL allowlists and network egress controls mitigate this risk;Given a simulated prompt injection attempt embedded in a tool response, identify the injection vector, explain why it is dangerous, and describe at least two mitigations that would prevent the attack from succeeding",1.0.0,Understanding security for agents: prompt injection and tool safety: Define prompt injection as an attack where malicious content in the environment or tool output attempts to override the agent system prompt or redirect the agent to perform unauthorized actions,,2026-05-24,2026-05-24,,Specialized,
AIA_031,"Observability, Tracing, and Debugging",Concept,"Define observability in the context of agentic systems as the ability to understand the internal state and behavior of an agent run from its external outputs including logs, traces, and metrics;Describe distributed tracing for agents as the practice of recording each reasoning step, tool call, tool response, and memory operation as a structured span with timestamps, inputs, and outputs so that the full execution path can be reconstructed;Explain how structured logs differ from unstructured logs and why structured logs with consistent field schemas are essential for querying and analyzing agent behavior at scale;Describe prompt and tool telemetry as the recording of the exact prompt sent to the model and the exact tool schema and arguments used at each step enabling reproducibility and root-cause analysis;Explain how replay debugging works by re-executing a recorded agent trace with modified inputs or prompts to isolate the step where a failure or incorrect decision occurred;Given an agent execution trace showing a sequence of reasoning steps, tool calls, and outputs, identify the step where the agent made an incorrect decision, hypothesize the cause, and describe what additional telemetry would confirm the diagnosis",1.0.0,"Understanding observability, tracing, and debugging: Define observability in the context of agentic systems as the ability to understand the internal state and behavior of an agent run from its external outputs including logs, traces, and metrics",,2026-05-24,2026-05-24,,Specialized,
AIA_032,Reliability Patterns and Fallback Strategies,Concept,"Define a fallback strategy as a predefined alternative action or response that an agent takes when a primary tool, model, or subagent fails to produce a valid result;Describe the circuit breaker pattern as a reliability mechanism that stops an agent from repeatedly calling a failing tool or service after a threshold number of failures and routes to a fallback until the service recovers;Explain the clarifying question policy as a design rule that instructs an agent to ask the user for additional information rather than proceeding with an ambiguous or underspecified goal that could lead to incorrect actions;Describe safe degradation as the principle that an agent should return a partial result with an explanation of what it could not complete rather than failing silently or producing a hallucinated complete answer;Explain how deterministic subcomponents such as rule-based validators, schema checkers, and exact-match lookups can be combined with probabilistic LLM reasoning to increase overall system reliability;Given an agent architecture diagram, identify at least three points of potential failure and propose a specific reliability pattern for each failure point",1.0.0,"Understanding reliability patterns and fallback strategies: Define a fallback strategy as a predefined alternative action or response that an agent takes when a primary tool, model, or subagent fails to produce a valid result",,2026-05-24,2026-05-24,,Specialized,
