:ID,name,:LABEL,understanding_criteria,schema_version,description,author,creation_date,last_updated,total_concepts:int,level,prerequisites
CKD01_011,Monitoring Frequency and Parameters by CKD Stage,Concept,"Specify that CKD stage G3a requires monitoring of eGFR, urine ACR, electrolytes, and blood pressure every 6 to 12 months;State that CKD stage G3b requires monitoring every 3 to 6 months, adding full blood count and consideration of calcium, phosphate, and parathyroid hormone;Identify that CKD stage G4 requires monitoring every 3 months including full blood count, calcium, phosphate, parathyroid hormone, and bicarbonate;Recognize that CKD stage G5 requires monitoring every 1 to 3 months with nephrology co-management and preparation for renal replacement therapy;Explain that monitoring frequency should be increased if albuminuria is in A3 category, eGFR is declining, or complications develop",1.0.0,"Understanding monitoring frequency and parameters by ckd stage: Specify that CKD stage G3a requires monitoring of eGFR, urine ACR, electrolytes, and blood pressure every 6 to 12 months",,2026-05-08,2026-05-08,,Intermediate,
CKD01_012,"Medication Safety, Dose Adjustment and Nephrotoxin Avoidance",Concept,"Identify NSAIDs as nephrotoxic medications that should be avoided in CKD or used only short-term with close monitoring if essential;Recognize the triple whammy combination of RAAS inhibitor plus diuretic plus NSAID as particularly high risk for acute kidney injury;Explain that many medications require dose adjustment based on eGFR including antibiotics, antivirals, direct oral anticoagulants, opioids, and gabapentinoids;State that contrast media used in CT scans and angiography can cause contrast-induced nephropathy, requiring risk assessment, hydration, and temporary cessation of metformin and SGLT2 inhibitors;Identify that patients should be counselled to avoid nephrotoxic over-the-counter medications including NSAIDs and to inform all healthcare providers of their CKD diagnosis",1.0.0,"Understanding medication safety, dose adjustment and nephrotoxin avoidance: Identify NSAIDs as nephrotoxic medications that should be avoided in CKD or used only short-term with close monitoring if essential",,2026-05-08,2026-05-08,,Intermediate,
CKD01_013,Sick Day Management and Acute Kidney Injury Prevention,Concept,"Explain that all patients with CKD should have a written sick day action plan for episodes of vomiting, diarrhea, fever, or reduced oral intake;List medications to temporarily cease during sick days as RAAS inhibitors, diuretics, NSAIDs, metformin, SGLT2 inhibitors, and potentially other antihypertensives;Advise patients to maintain hydration during acute illness, continue essential medications, and seek medical review if unable to maintain fluids or symptoms persist beyond 24 to 48 hours;Recognize that people with CKD are at increased risk of acute kidney injury during intercurrent illness due to reduced renal reserve;State that medications should be restarted once the patient is well, eating and drinking normally, with repeat kidney function testing within 1 week",1.0.0,"Understanding sick day management and acute kidney injury prevention: Explain that all patients with CKD should have a written sick day action plan for episodes of vomiting, diarrhea, fever, or reduced oral intake",,2026-05-08,2026-05-08,,Advanced,
CKD01_014,"Management of Common CKD Complications: Anaemia, Mineral Bone Disorder, Acidosis and Hyperkalaemia",Concept,"Define anaemia in CKD as haemoglobin less than 130 g/L in males or less than 120 g/L in females, requiring investigation with iron studies, B12, and folate before considering erythropoietin therapy;Recognize that mineral and bone disorder in CKD requires monitoring of calcium, phosphate, parathyroid hormone, and vitamin D from stage G3b onwards, with management including phosphate binders and vitamin D supplementation;Identify metabolic acidosis as serum bicarbonate less than 22 mmol/L, which accelerates CKD progression and may require oral sodium bicarbonate supplementation;Define hyperkalaemia as serum potassium greater than 5.5 mmol/L, requiring assessment for causes, dietary potassium restriction, medication review, and consideration of potassium binders;Explain that severe hyperkalaemia greater than 6.5 mmol/L or any hyperkalaemia with ECG changes requires urgent same-day management or emergency department referral",1.0.0,"Understanding management of common ckd complications: anaemia, mineral bone disorder, acidosis and hyperkalaemia: Define anaemia in CKD as haemoglobin less than 130 g/L in males or less than 120 g/L in females, requiring investigation with iron studies, B12, and folate before considering erythropoietin therapy",,2026-05-08,2026-05-08,,Advanced,
CKD01_015,Indications for Nephrology Referral,Concept,"Identify that CKD stage G4 with eGFR less than 30 mL/min/1.73m2 or stage G5 requires routine referral to nephrology for co-management and preparation for renal replacement therapy;List urgent referral indications as rapidly declining eGFR with sustained fall of more than 25% or more than 5 mL/min/1.73m2 per year, or eGFR fall of more than 15 mL/min/1.73m2 within 3 months;Recognize that persistent albuminuria category A3 with ACR greater than 30 mg/mmol despite optimal management warrants nephrology referral;Identify that persistent haematuria with proteinuria, suspected glomerulonephritis, suspected genetic kidney disease, or systemic disease affecting kidneys requires specialist assessment;State that resistant hypertension despite 3 or more antihypertensive agents, recurrent nephrolithiasis, or suspected obstructive uropathy are additional referral indications",1.0.0,Understanding indications for nephrology referral: Identify that CKD stage G4 with eGFR less than 30 mL/min/1.73m2 or stage G5 requires routine referral to nephrology for co-management and preparation for renal replacement therapy,,2026-05-08,2026-05-08,,Advanced,
CKD01_016,Renal Replacement Therapy Options and Shared Decision Making,Concept,"List the main renal replacement therapy options as facility haemodialysis, home haemodialysis, peritoneal dialysis, and kidney transplantation;Identify that conservative management focused on symptom control and quality of life is an appropriate option for selected patients with stage G5 CKD;Explain that kidney transplantation offers the best survival and quality of life outcomes for suitable candidates with stage G5 CKD;Recognize that shared decision making and advanced care planning should commence when eGFR is around 20 to 25 mL/min/1.73m2, well before dialysis is required;Understand that treatment decisions should consider patient values, preferences, comorbidities, frailty, life expectancy, and social circumstances",1.0.0,"Understanding renal replacement therapy options and shared decision making: List the main renal replacement therapy options as facility haemodialysis, home haemodialysis, peritoneal dialysis, and kidney transplantation",,2026-05-08,2026-05-08,,Advanced,
CKD01_017,"Patient Education, Self-Management and Culturally Safe Care",Concept,"Explain to patients what CKD is, what their stage means, and that early intervention can slow progression and reduce complications;Educate patients about medication adherence, home blood pressure monitoring, recognizing sick days, and when to seek medical help;Provide counselling on avoiding nephrotoxic over-the-counter medications, maintaining hydration, and importance of regular monitoring;Recognize that Aboriginal and Torres Strait Islander peoples experience disproportionately high rates of CKD and require culturally safe, community-engaged approaches to care;Identify barriers to care including health literacy, language, geographic isolation, and socioeconomic factors, and work with patients to develop individualized management plans;Understand the importance of involving family, utilizing Aboriginal health workers, and coordinating with multidisciplinary team members including nurses, dietitians, and pharmacists",1.0.0,"Understanding patient education, self-management and culturally safe care: Explain to patients what CKD is, what their stage means, and that early intervention can slow progression and reduce complications",,2026-05-08,2026-05-08,,Advanced,
CKD01_018,Pregnancy Considerations and Teratogenic Medications in CKD,Concept,"Identify that women of childbearing age with CKD require preconception counselling regarding pregnancy risks, which increase with lower eGFR and higher albuminuria;Recognize that RAAS inhibitors including ACE inhibitors and angiotensin receptor blockers are teratogenic and must be ceased before conception;List other medications requiring review before pregnancy as statins, some antihypertensives, and immunosuppressants in transplant recipients;Explain that pregnancy in CKD requires specialist nephrology and high-risk obstetric co-management due to increased risks of preeclampsia, preterm delivery, and accelerated kidney function decline;State that women with CKD planning pregnancy should have optimization of blood pressure control with pregnancy-safe agents, typically methyldopa, labetalol, or nifedipine",1.0.0,"Understanding pregnancy considerations and teratogenic medications in ckd: Identify that women of childbearing age with CKD require preconception counselling regarding pregnancy risks, which increase with lower eGFR and higher albuminuria",,2026-05-08,2026-05-08,,Advanced,
CKD01_019,Vaccination and Infection Prevention in CKD,Concept,"Recommend annual influenza vaccination for all people with CKD;Advise pneumococcal vaccination according to Australian immunization guidelines, with consideration of revaccination in advanced CKD;Identify that hepatitis B vaccination is indicated for people with stage G4 or G5 CKD in preparation for potential dialysis, with post-vaccination serology to confirm response;Recognize that people with CKD, particularly those on immunosuppression or dialysis, are at increased risk of infections;Explain that COVID-19 vaccination is strongly recommended for all people with CKD as they are at higher risk of severe disease",1.0.0,Understanding vaccination and infection prevention in ckd: Recommend annual influenza vaccination for all people with CKD,,2026-05-08,2026-05-08,,Specialized,
CKD01_020,Red Flags Requiring Urgent Assessment or Same-Day Referral,Concept,"Identify rapidly rising creatinine with eGFR fall of more than 25% or absolute fall of more than 15 mL/min/1.73m2 within 3 months as requiring urgent assessment within days;Recognize severe hyperkalaemia greater than 6.5 mmol/L or any hyperkalaemia with ECG changes as requiring same-day emergency department referral;List other urgent indications as acute pulmonary oedema, suspected nephritic syndrome with haematuria and acute kidney injury, malignant hypertension, or suspected obstructive uropathy with anuria;Identify that nephrotic syndrome with heavy proteinuria, hypoalbuminaemia, and oedema requires urgent nephrology referral within days;Recognize that these presentations may represent rapidly progressive glomerulonephritis, acute interstitial nephritis, or other conditions requiring immediate specialist assessment and treatment",1.0.0,Understanding red flags requiring urgent assessment or same-day referral: Identify rapidly rising creatinine with eGFR fall of more than 25% or absolute fall of more than 15 mL/min/1.73m2 within 3 months as requiring urgent assessment within days,,2026-05-08,2026-05-08,,Specialized,
